Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,"Total IBRD, IDA and GRANT Commitment $US",Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Last Update Date,Total_IBRD_IDA_clean,Abstract
P180334,"Middle East, North Africa, Afghanistan, and Pakistan",Lebanese Republic,,Lebanon: Green Agri-food transformation for economic recovery (GATE),The Project Development Objective (PDO) is to improve the resilience of farmers and Small and Medium Enterprises (SMEs) in the Lebanese agri-food sector.,Council for Development and Reconstruction,No,https://projects.worldbank.org/en/projects-operations/project-detail/P180334,"December 21, 2022","June 28, 2023",,"December 31, 2028",BANK APPROVED,I,,200000000.0,0.0,,0.0,The Lebanese Republic,,,Substantial,,,,"September 3, 2023",,"The GATE project is designed to (i) stabilize the agri-food sector in the short to medium term; and (ii) promote a pathway towards sustainable transformation of the sector through a farmer-centric, demand-driven and integrated approach focused on clusters of rural agricultural areas. The project is structured into three substantive components supplemented by components for project management and a Contingent Emergency Response component (CERC): The project would be an Investment Project Financing (IPF) with total financing of US$250 million and implemented over a five-year period. Component 1 will catalyze climate-smart investments in agri-food value chains by providing technical and financial support to farmers, farmer groups and agribusinesses to sustainably implement climate-resilient agricultural productivity and competitiveness in agri-food value chains in support of diversified livelihoods and jobs creation. Component 2 will restore basic public services and infrastructure at local and service area levels, including greening and improving access to services such as irrigation, community-scale water and wastewater facilities, and solid waste management through rehabilitation and introduction of renewable energy sources. Component 3 will improve the enabling environment for agri-food development at national level, including enhancing the institutional enabling environment, building capacity to accelerate the use of climate smart innovation and digital technologies, and improving the enabling environment for food safety and export. Together, the three components form an integrated support package that removes destructive constraints imposed by the current crisis and advances a transition towards a more sustainable future. The project has a gender sensitive design to improve equity and ensure women have equal access to project’s activity; it will seek to reduce some of the gender gaps identified in the country. Focus groups with women beneficiaries could be held regularly to ensure the activities effectively target women’s needs."
P179311,"Middle East, North Africa, Afghanistan, and Pakistan",Islamic Republic of Afghanistan,,Water Emergency Relief Project,Improve access to safe drinking water and irrigation water services in selected rural areas,"Aga Khan Foundation USA,The United Nations Office for Project Services,Aga Khan Foundation-Afghanistan",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P179311,"June 5, 2023","June 28, 2023","July 5, 2023","December 31, 2026",BANK APPROVED,G,,,,,100000000.0,"Aga Khan Foundation USA,The United Nations Office for Project Services,The United Nations Office for Project Services",,,Substantial,,,,"February 7, 2024",,"Operation Abstract: Summary Description of Proposed Project (Approved as part of Approval package on 28 Jun 2023)The project aims to restore access to vital water supply and surface water irrigation services in selected areas in Afghanistan with priority to extreme and severe drought affected rural areas. The project will be financed by an ARTF grant of US$100 million using an IPF instrument with five components of (i) Component 1: Provision of Emergency Water Supply in Identified Rural Areas (US$52 million). This component is for construction and rehabilitation of small-scale climate-resilient water supply systems, the project will preserve and improve access to basic water services that make households and communities more resilient to drought, and other risks; (ii) Component 2: Improved Surface Water Irrigation Using Solar Technologies in Selected Rural Areas (US$34 million); This component will finance the provision of off-grid solar systems and, where applicable energy efficient equipment to support installation and improved efficiency of surface water irrigation in the selected areas; (iii) Component 3: Technical Training and Public Awareness Campaigns (US$3 million). This component will finance consultancy service to develop and deliver technical training modules for water-related entities with focus on bodies women can still access such as private sector employment and community-level platforms, the women’s sub-committees of the CDCs; (iv) Component 4: Implementation Support (US$11 million): This component will support the costs of AKF and UNOPS, to manage and oversee the program, including technical support, training, monitoring, and reporting."
P180379,East Asia and Pacific,Republic of the Philippines,,Philippine Rural Development Project Scale-up,To improve farmers and fisherfolk access to markets and increase income from selected agri-fishery value chains,Department of Agriculture,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P180379,"January 4, 2023","June 29, 2023","August 23, 2023","June 30, 2029",BANK APPROVED,I,,600000000.0,0.0,,0.0,Republic of the Philippines,,,Substantial,,,,"March 3, 2024",,"The development objective of the Rural Development Project Scale-Up Project for Philippine is to improve farmers and fisherfolk access to markets and increase income from selected agri-fishery value chains. The project comprises of five components. The first component, national and local level planning component (I-PLAN) will support the planning and refinement of strategies to guide and evaluate: (a) the effectiveness of investments under the project; and (b) their contribution to the agri-fishery sectoral transformation goals of the Philippine development plan (PDP) (2023-2028) and national agriculture and fisheries modernization and industrialization plan (NAFMIP) (2021-2030). It consists of following sub-components: (i) operationalization of the NAFMIP; and (ii) support to NAFMIP implementation. The second component, rural infrastructure, and market linkage component (I-BUILD) will finance the current and new types of public infrastructure subprojects covered under the Philippine Rural Development Project (PRDP). It consists of following sub-components: (i) value chain infrastructure support; and (ii) approaches for improving the effectiveness and sustainability of infrastructure investments. The third component, enterprise development component (I-REAP) will support implementing proponents, defined as legally established and registered farmer cooperatives and associations (FCAs), FCA clusters (composed of two or more FCAs which have bonded together to implement the enterprise), or local government unit (LGUs), which are selected according to the eligibility criteria as per the project operations manual (POM). It consists of following sub-components: (i) rural agri-fishery enterprise cluster productivity enhancement and increased access to markets; and (ii) increased competitiveness of agri-fishery enterprise clusters. The fourth component, project implementation support component (I-SUPPORT) will finance project management, technical assistance, studies, training, and capacity building for project staff during the project period. The fifth component, contingent emergency response component (CERC) will allow for rapid reallocation of uncommitted project funds towards urgent needs in the event of a geophysical, climate-related, or man-made disaster or public health emergency."
P180680,Western and Central Africa,Republic of Chad,,Chad Health Emergency Preparedness and Response Additional Financing,"To prevent, detect and respond to the threat posed by COVID-19 and strengthen national systems for public health preparedness in Chad.",Ministère de la Santé Publique,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P180680,"June 28, 2023","June 30, 2023",,"June 30, 2024",BANK APPROVED,G,,,,,3936000.0,Republic of Chad,,,,,,,"July 7, 2023",,"While the project will help strengthen the national capacity to respond to the COVID-19 emergency, the distribution of equipment and supplies and the training of staff will prioritize the seven provinces identified by the WHO as high-risk provinces. These provinces are those were there are points of entry to the country and include: N’Djamena, Lake Chad, Mayo Kebbi East, Mayo Kebbi West, Logone Oriental, Moyen-Chari and Ouaddai.The project has 4 components: (1) Emergency COVID-19 Preparedness and Response, (2) Community Engagement and Social and Behavior Change Communication, (3) Implementation Management, Monitoring and Evaluation, and Coordination, and (4) Contingent Emergency Response (CERC)."
P179297,Europe and Central Asia,Romania,,Romania Second Programmatic Inclusive and Green Growth Development Policy Loan,The Program Development Objective (PDO) of the proposed series is to support the Government of Romania’s efforts to: 1) strengthen inclusion and fiscal management; and 2) foster decarbonization and climate resilience.,Ministry of Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P179297,"April 9, 2023","June 30, 2023","November 23, 2023","September 30, 2024",BANK APPROVED,I,,650000000.0,0.0,,0.0,Romania,,,,,,,"November 8, 2023",,"The development objective of Second Programmatic Inclusive and Green Growth Development Policy Loan Project is to support the government of Romania’s efforts to: 1) strengthen inclusion and fiscal management; and 2) foster decarbonization and climate resilience. The government’s program for 2021-2024 aims to build a cohesive and open society that benefits from improved education and health systems, and from reduced inequalities between men and women and between urban and rural areas. The government’s program to support the Forcibly Displaced Persons (FDPs) from Ukraine was set up swiftly and is evolving depending on the needs. This operation supports the government in all of the six pillars of the National Recovery and Resilience Plan (NRRP), facilitating increased absorption of EU Funds. The measures implemented to facilitate the access of the FDPs to social services and the labor market and their integration in the host communities are aligned with six NRRP pillars of: (i) green transition; (ii) digital transformation; (iii) smart, sustainable and inclusive growth; (iv) social and territorial cohesion; (v) health, and economic, social and institutional resilience; and (vi) policies for the next generation, children and the youth."
P179192,"Middle East, North Africa, Afghanistan, and Pakistan",Kingdom of Morocco,,Morocco Water Security and Resilience Program,The Program Development Objective is to strengthen water sector institutions and increase water availability in selected areas in Morocco,"Ministry of Equipment and Water (MEE),Ministry of Interior (MoI)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P179192,"June 6, 2023","July 18, 2023","January 5, 2024","December 31, 2028",BANK APPROVED,I,,350000000.0,0.0,,0.0,Kingdom of Morocco,,,,,,,"January 18, 2024",,The development objective of the Water Security and Resilience Program for Morocco is to strengthen water sector institutions and increase water availability in selected areas in Morocco. The program is structured around three results areas (RA) that provide mutually reinforcing incentives for the completion of activities needed to achieve the program development objective (PDO): RA 1: strengthening water sector governance; RA 2: improving financial sustainability and water use efficiency; and RA 3: enabling the integration of non-conventional water resources.
P174485,Eastern and Southern Africa,Eastern and Southern Africa,,Horn of Africa Initiative: Regional Economic Corridor Project (Addis-Djibouti Corridor),The objective of the project is to improve regional connectivity and enhance logistics efficiency in Ethiopia along the Addis–Djibouti road corridor.,"Ethiopian Roads Administration,Ministry of Transport and Logistics",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P174485,"January 8, 2021","July 20, 2023","November 21, 2023","October 31, 2029",BANK APPROVED,O,,0.0,730000000.0,,0.0,Federal Democratic Republic of Ethiopia,,,High,,,,"January 19, 2024",,"The proposed project tackles a critical constraint to economic growth and development ambitions of Ethiopia by financing the last missing section of the Addis-Djibouti corridor i.e. the Miesso Dire Dawa road, while financing trade facilitation and logistics improvement initiatives needed to unlock the potential of critical industries and drivers of growth. The Addis-Djibouti corridor, which accounts for 95 percent of the country’s import-export trade volumes is the main artery that serves the critical function of connecting landlocked Ethiopia to the seaEthiopia is a landlocked country in the Horn of Africa that shares six borders with Eritrea, Djibouti, Somalia, Kenya, South Sudan, and Sudan. In October 2019, the geographic, economic and historical ties led these countries to form the Horn of Africa Initiative (HoAI) with the aim of fostering regional, coordinated and concerted action among the countries to face common development challenges hampering economic growth and poverty eradication. The proposed Ethiopia HOA-Regional Economic Corridor Project (HoA-RECORD) is the third in a Series of Projects (SoP) under the HoAI transport pillar. The proposed project has three components:1: Safe, Smart, Efficient and Resilient Road Corridor Construction: Construction of the Mieso – Dire Dawa road section on the Ethiopia – Djibouti regional corridor (estimate of preferred route 142km) as a safe, smart, efficient and resilient corridor which is designed as a 4-lane fenced and tolled expressway with a 90m roadway reserve width. The road crosses Oromia, Afar, Amhara, Somali and Dire Dawa Regional States. 2: Trade and Logistics Enhancement: Trade facilitation and logistics enhancement including the hard and soft measures and interventions to reduce both tariff and non-tariff barriers in the movement of goods and people not only on the road corridor but on other important trade corridors in the country. The Project will complement existing interventions by financing : (a) Construction and refurbishment of one stop border posts, (b) Construction and refurbishment of dry ports (c) Trade policy, procedures, regulations harmonization and implementation between Ethiopia and immediate HoA neighbors; (d) support to women and youth traders affected by improved efficiency suffering income loss due to the project.3: Localized Complementary Infrastructure and Interventions: As part of an inclusive design to ensure that the people in the areas where the road corridor passes also benefit from the investment, as well as in an effort to maximize the local and wider economic benefits of the project, complementary infrastructures and interventions are proposed. The final interventions will be decided based on needs assessments and a prioritization scheme ensuring sustainability and inclusiveness in targeting, subproject selection, subproject implementation, and operations planning; potentially including: (a) Provision of link and access roads to woredas, farms, markets, livestock, abattoir, dairy farms, and important industrial sites in the project corridor area of influence; (b) Provision of simple road-side auxiliary markets with provision of girl/women friendly amenities; (c) Provision of localized logistics infrastructure in the areas crossed by the road corridor including drying, sorting, , grading, packaging, collection, buying, selling, storage, consolidation centers.4: Institutional Development and Project Monitoring: Institutional development and capacity building interventions to support the implementing agencies in the achievement of project objectives, and to further corporate agendas like gender, climate change, jobs, inclusion and citizen engagement as well as continue the support to strengthening ERA’s environmental and social management, and other transport agendas under the Ministry of Transport e.g. railway sector and road safety reforms. This component will also fund any necessary technical assistance for enhanced project management and monitoring. Details will be refined as project preparation progresses. Component 5: Contingent Emergency Response Component (CERC): Following an eligible crisis or emergency, the Borrowers may request the Association to re-allocate project funds to support emergency response and reconstruction. This component would draw from the uncommitted resources under the project from other project components to cover emergency response. A Contingent Emergency Response Component (CERC) PIM, acceptable to the Association, for the implementation of the Contingency Emergency Response Plan, will be prepared and constitutes a disbursement condition for this component."
P181088,Western and Central Africa,Western and Central Africa,,"Additional Financing to the Food System Resilience Program, Phase 2 Sierra Leone",To increase preparedness against food insecurity and improve the resilience of food systems in participating countries.,"Ministry of Food and Agriculture - Ghana,Ministry of Agricultural Development - Chad,Ministry of Agriculture and Forestry - Sierra Leone",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P181088,"June 29, 2023","July 27, 2023",,"September 30, 2028",BANK APPROVED,G,,,,,25000000.0,"Republic of Ghana,Republic of Chad,Republic of Sierra Leone",,,,,,,"November 14, 2024",,"Over the last decade, the combined impact of multiple drivers and shocks has led to a worrying increase in food and nutrition insecurity across West Africa. After decades of progress, both the number and the share of undernourished people climbed from 36.9 million (13.8% of the West African population) in 2005 to 59.4 million people (15.2%) in 2019. This significant rise stems from growing food demand, stagnant crop yields, accelerating climate change, growing insecurity and more recently, the COVID-19 pandemic. The latter has added further strain on the region's food system through government-imposed curfews, lockdowns, and border closures, causing food supply chain disruptions, food price increases, and income losses.Climate variability is a key force affecting West Africa’ agriculture sector and the region's food security and is expected to significantly increase under climate change. Recent study shows that climate conditions account for approximately 40% of the variation in cropland productivity over West Africa between 2001 and 2018 (Mechiche-Alami and Abdi, 2020). In the medium term, regional climate models consistently predict both fewer days of rainfall and shorter wet spells over 70 percent of the region’s land area coupled with higher precipitation intensity on wet days (Dosio et al. 2019). In the absence of adaptation, climate models anticipate median yield decreases of 20 percent for irrigated rice, 14 percent for sorghum, and between 5 and 7 percent for maize, soybeans, and groundnut by 2050 (Jalloh et al. 2013).Responding to the Kigali call for action, the West Africa Food System Resilience Program (FSRP) has been proposed is to increase preparedness against food insecurity and improve the resilience of food systems in participating countries. To contribute to the Kigali vision, the Economic Community of West African States (ECOWAS), the Permanent Interstate Committee for Drought Control in the Sahel (CILSS), the West and Central African Council for Agricultural Research and Development (CORAF), and the World Bank have initiated preparations of FSRP. Led by ECOWAS and financed by the World Bank, this large-scale regional-level investment operation will make simultaneous investments in three interconnected priority intervention areas considered critical for enhancing food security and strengthening overall food system resilience in the near and mid-term. Due to the program's innovative cross-sectoral approach, the sum of FSRP's interventions will be larger than the sum of its parts. In other words, FSRP will allow the region to generate mutually reinforcing food security benefits which could not be achieved through a set of separate sectoral interventions.In the context of Sierra Leone, for which is this Additional financing is being prepared, the country has for long been chronically food insecure, experiencing recurrent episodes of acute need, which is being exacerbated by recent global economic crisis, including the war in Ukraine. The food security risks from the current crisis is growing and needs coordinated and urgent action. The Additional Financing from the Global Agriculture and Food Security Program (GAFSP) for Sierra Leone will augment FSFP resources to help Sierra Leone to address the most urgent needs. In particular, the AF will complement FSRP to contribute to improving food security, in the short-term, and help to build resilience in the population by scaling-up activities planned under the parent project.FSRP is designed to achieve greater regional impact and food system resilience gains than any number of individual national investments could achieve. Part of the program’s approach is to augment effective operational regional collaboration, which is a prerequisite for any type of information services on transboundary concerns such as extreme climate events or pest and disease outbreaks. To better monitor and forecast these occurrences, neighboring countries must pool resources and jointly provide analytical insights in addition to sharing data and information. Even specific actions confined to a single country will have a regional impact, produce spillover benefits, and require a coordinated response. Climate information can be analyzed and used more efficiently if it flows from global and regional forecasting centers to national and subnational forecast offices, following a cascading process paradigm. A regional collaborative information flow is also essential for tracking meteorological hazards, as West African countries rely either on their own national meteorological and hydrological services (NMHSs) or cover their national needs through services from a neighboring country or regional institution. FSRP priority areas translate into three components, including (i) C1: Digital Advisory Services for Agriculture and Food Crisis Prevention and Management; (ii) C2: Sustainability and Adaptive Capacity of the Food System’s Productive Base; and (iii) C3: Regional Food Market Integration and Trade. Component 1 is designed to: (i) enhance decision support systems with demand-driven information services in order to increase the effectiveness of agriculture and food crises prevention and management, integrating data and leveraging cutting-edge science, innovation, and technologies; and (ii) strengthen regional capacity and institutional sustainability, as well as capacity to adapt to climate change. The objective of Component 2 is to enhance the resilience of the food system’s productive base and contribute directly to the Great Green Wall Initiative. The proposed Additional Financing (AF) to FSRP for the Republic of Sierra Leone will be used to scale up interventions supported under this component to contribute to building resilience of the food systems for improved food security.The component 3 will serve as a low-carbon climate adaptation mechanism, by balancing food production across intra-regional spatial production volatility driven by climate change and increasing the pace of response to these climate-induced food shortages. Component 4 is a mechanism for financing eligible expenditures in the event of an emergency precipitated by a natural disaster. The CERC was activated on November 10, 2022 to support the implementation of Sierra Leone’s Quick Action Food Security Response Plan as part of the emergency response activities to address the food security risks being exacerbated by the war in Ukraine. The Proposed AF will provide additional resources to support the Government’s action plan to meet the immediate food and nutrition needs of the most vulnerable and acutely food insecure agricultural households and communities identified for support through the government-led targeting process. Component 5 is for Project Management which establishes coordination, management, and monitoring and evaluation system for the project. This component will focus on all aspects of project management including equipment and materials, compliance with fiduciary, procurement and safeguards (environmental and social) requirements, monitoring and evaluation (M&E) a full impact assessment with quasi-experimental design, knowledge management and communication. This component will be implemented by the Project Implementation Unit (PIU) under the oversight of a National Project Steering Committee (NPSC). On the regional level, the activities will be overseen by the Regional Steering Committee (RSC) under the leadership of ECOWAS and the component coordination units of ECOWAS (mandated to Regional Agency for Agriculture and Food), CILSS (for Component 1) and CORAF (for Component 2). On the national level, the activities will be performed by the PCIs. The proposed AF2 will scale up existing interventions under component 2, 4 and 5. Key activities will include digital tool, innovations, logistics and skill to strengthen the extension system for delivery of extension services; civil works for improved soil and water ma"
P180242,Europe and Central Asia,Ukraine,,Strengthening the Partial Credit Guarantee (PCG) Fund for small farmers in Ukraine (Strengthening the PCGF in Agriculture Project),The Project development objective (PDO) is to operationalize the Partial Credit Guarantee Fund in Agriculture (PCGF) to help improve access to financing for small farmers in Ukraine.,"Partial Credit Guarantee Fund,Ministry of Agrarian Policy and Food",,https://projects.worldbank.org/en/projects-operations/project-detail/P180242,"December 2, 2022","July 28, 2023","November 10, 2023","June 30, 2026",BANK APPROVED,G,,,,,10685999.0,Ministry of Agrarian Policy and Food,,,Substantial,,,,"January 3, 2024",,The development objective Strengthening the Partial Credit Guarantee Fund for Small Farmers in Ukraine Project is to operationalize the Partial Credit Guarantee Fund in Agriculture (PCGF) to help improve access to financing for small farmers in Ukraine. The project comprises one component on capitalization of the PCGF. The component is designed as a recipient executed (RE) trust fund (TF).
P179307,Eastern and Southern Africa,Federal Republic of Somalia,,Somalia Second Inclusive Growth DPO,To promote inclusive growth by strengthening intergovernmental fiscal relations and transparency as well as enhancing economic resilience and investment.,"Ministry of Finance, Federal Government of Somalia",,https://projects.worldbank.org/en/projects-operations/project-detail/P179307,"May 16, 2023","July 28, 2023","August 30, 2023","January 31, 2025",BANK APPROVED,I,,0.0,75000000.0,,0.0,FEDERAL REPUBLIC OF SOMALIA,,,,,,,"November 10, 2023",,"The development objective of the Second Inclusive Growth Development Policy Financing (DPF) for Somalia is to promote inclusive growth by strengthening intergovernmental fiscal relations and transparency as well as enhancing economic resilience and investment. The operation supports critical elements of the ninth national development plan (NDP)9 as well as the government’s efforts to reach its key priority, the heavily indebted poor country (HIPC) completion point. This operation builds on lessons emerging from DPFs prepared in fragility, conflict, and violence (FCV) contexts."
P177661,East Asia and Pacific,Pacific 2 (EPF2),,Forum Fisheries Agency: Pacific Islands Regional Oceanscape Program - Second Phase for Economic Resilience,"The Development Objective of the Series of Projects is to strengthen the shared management of selected Pacific Island oceanic and coastal fisheries, and the critical habitats upon which they depend. For FFA's second phase Project ('FFA PROPER'), the Project Development Objective (PDO) is to strengthen regional capacity for management and sustainable development of the oceanic fisheries sector in Selected Pacific Island Countries. Targeted FFA member countries include: Federated States of Micronesia, Independent State ofPapua New Guinea, Independent State of Samoa, Kingdom of Tonga, Nauru, Palau, Republic of Fiji, Republic of Kiribati, Republic of the Marshall Islands, Republic of Vanuatu, Solomon Islands, and Tuvalu.",Forum Fisheries Agency (FFA),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P177661,"June 24, 2022","July 28, 2023","August 17, 2023","July 31, 2028",BANK APPROVED,I,,0.0,9000000.0,,0.0,Forum Fisheries Agency (FFA),,,Moderate,,,,"June 20, 2023",,"The development objective of Forum Fisheries Agency (FFA) : Pacific Islands Regional Oceanscape Program - Second Phase for Economic Resilience Project for Pacific Islands is to strengthen the shared management of selected Pacific Island oceanic and coastal fisheries, and the critical habitats upon which they depend. This project has four components. 1) The first component, Consolidating oceanic fisheries management, has the following sub-components: (i) Identifying, quantifying and reducing risks of IUU fishing in oceanic fisheries; and (ii) Enhancing the fisheries management capacity of Targeted FFA Members. 2) The second component, Harnessing economic benefits of oceanic fisheries to the regional economy, has the following sub-components: (i) Modelling and forecasting economic and social benefits of fisheries development; and (ii) Improving investment climate and negotiation capacity. 3) The third component, Strengthening FFA’s operating environment, has the following sub-components: (i) Low carbon transition for FFA’s infrastructure; (ii) Strengthening FFA’s cybersecurity, cloud business continuity, and business planning and accounting; and (iii) Engaging citizens on the regional importance of fisheries. 4) The fourth component, Project Management, aims to finance the Project Management Unit (PMU) to implement and manage the project, including staffing and operation of said unit to conduct monitoring and evaluation, environmental and social risk management, and financial and procurement management."
P180319,Latin America and Caribbean,Republic of Ecuador,,Ecuador Third Green and Resilient Recovery DPF (EGARR-DPF3),"The Program’s Development Objective (PDO) is to assist the government of Ecuador in its agenda to tackle selected structural challenges to foster inclusive, resilient, and low-carbon development.",Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P180319,"May 11, 2023","August 4, 2023","August 30, 2023","December 31, 2024",BANK APPROVED,I,,500000000.0,0.0,,0.0,Republic of Ecuador,,,,,,,"January 19, 2024",,"The development objective of the Third Green and Resilient Recovery Development Policy Financing for Ecuador is to assist the government of Ecuador in its agenda to tackle selected structural challenges to foster inclusive, resilient, and low-carbon development. It is organized around two pillars: (i) tackle selected structural challenges to foster green growth, inclusion, and climate resilience; and (ii) strengthen low-carbon development."
P181139,Western and Central Africa,Western and Central Africa,,"Additional Financing to West Africa Food Systems Resilience Program, Phase 1",To increase preparedness against food insecurity and improve the resilience of food systems in participating countries.,"Ministry of Agriculture, Hydro-Agricultural Developments and Mechanization - Burkina Faso,Ministry of Rural Development - Mali,Ministry of Agriculture - Niger,Ministry of Agriculture, Livestock and Rural Development - Togo",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P181139,"July 11, 2023","August 11, 2023",,"May 31, 2027",BANK APPROVED,G,,,,,20000000.0,"CILSS,ECOWAS,Republic of Togo,Republic of Burkina Faso,Republic of Mali,Republic of Niger,CORAF",,,,,,,"November 14, 2024",,"of New Activities and Activities to be Scaled Up under the Additional Financing Component 1: Digital Advisory Services for regional agriculture and food crisis prevention and management System (US$1.5 million). Under this component the AF will add a new activity to strengthen Togo’s FNS information and monitoring system and scale-up the parent project’s existing activities to strengthen the Cadre Harmonise and risk detection. Subcomponent 1.1: Upgrading Food Crisis Prevention and Monitoring Systems – US$1.5 million GAFSP. The AF will include a new activity to support the FNS through support to government departments responsible for agricultural statistics and monitoring and evaluation to carry out relevant surveys nationwide and provide technical assistance to improve the collection, processing, analysis, and dissemination of data. The AF will scale-up activities under Component 1 of the parent project to strengthen risk detection mechanisms to ensure effective preparedness and timely response while strengthening the country’s resilience to climate shocks. It will also scale up activities of the parent project which strengthen the existing collaboration between the national institutions working on early warning and CILSS. Finally, it will finance a Food Crisis Preparedness and Response Plan to strengthen disaster preparedness at community level and cover all the costs associated with increased data collection and processing, including the completion of field-level surveys linked to the Cadre Harmonise. Component 2: Sustainability and Adaptive Capacity of the Food System’s Productive Base (US$ 15.0 million). The AF will scale up existing interventions linked to the parent project while placing additional emphasis on improving nutrition outcomes. Subcomponent 2.1: Consolidate Regional Agricultural Innovation System - AF US$ 2.0 million GAFSP. The AF will scale-up research, innovation and extension services promoted under the parent project to invest in: i) equipment and knowledge related to vegetable farming in close collaboration with the National Center of Specialization in Fruits and Vegetables Burkina Faso; and ii) increased adoption of climate-smart practices and nutrition education- with a particular focus on youth and women. Climate-smart agriculture and nutrition education: To promote the adoption of climate-smart, gender- and nutrition-sensitive technologies in the targeted value chains, 400 extension workers8 will be trained in CSA practices and nutrition-smart agriculture, with an aim to specifically include women who are traditionally excluded from extension education. Following these trainings, they will be supported to establish farmer field schools and train farmers for the adoption of improved technologies. To foster gender-responsive nutrition education on the requirements of a safe, healthy, and diverse diet, the AF will build the capacity of 300 female trainers selected from the National Network of Women Farmers of Togo in the fields of food processing, storage (including to reduce risks of aflatoxin contamination), nutrition and food hygiene. Once trained, the women will establish a network of trainers who will replicate the training within their communities. Subcomponent 2.2: Strengthening Regional Food Security through Integrated Landscape Management (US$ 13.0 million). Under this sub-component, the AF will scale up existing activities to promote producers’ access to high quality inputs with a special focus on crops with high nutritional value and with special considerations for women, given that women frequently lack access to quality inputs. It will also add two new activities to support: i) households in the acquisition of improved breeds (poultry and small ruminants); ii) animal health; and iii) increased production and use of organic fertilizers and biopesticides. Vegetable production: To promote vegetable production, the AF will provide support to 2,600 producers (at least 60 percent of whom will be women) at a total of 60 sites to i) set up small-scale irrigation systems; and ii) access output markets. More specifically, the AF will support producers with irrigation kits based on solar pumping systems and support the drilling of the corresponding wells. These activities will focus on women, who traditionally lack access to agricultural assets. In addition, the AF will finance training sessions for women and youth on market access, and climate-resilient land management practices related to vegetable production and nutrition-smart agriculture under the responsibility of National Extension Agency, the Institute for Advice and Technical Support (ICAT). The trainings will be based on the establishment of supervised field schools or production plots using the farmer business school approach. In addition, nutrition education classes will be provided to producers. About 400 young people (40 percent women) will receive training on the maintenance of small irrigation infrastructure and equipment, facilitated through matching grants. Scale-up production of high nutritional value crops: To foster the production of crops with high nutritional value (orange-fleshed sweet potato, moringa, biofortified maize, cowpea and soybeans) and the increased use of organic fertilizers, 71,000 vulnerable producers, including 20,000 rice producers (60 percent women), 15,000 corn producers (40 percent women), 1,000 soybean producers (40 percent women), 20,000 market gardeners (60 percent women) and 15,000 cowpea producers (40 percent women) will be identified and supported with kits made up of subsidized seeds, fertilizers and biofertilizers. These kits will contribute to reducing gender gaps related to the use of agricultural inputs considering that female producers generally lack access to inputs. Seeds for food crops will be purchased primarily from the national network of certified seed producers in Togo (RNPSC-T)9. The kits will be distributed in accordance with arrangements put in place by the GoT as part of the inputs for grain program led by Togo's National Food Security Agency (ANSAT). Inputs will be delivered through a credit-based system where beneficiaries will receive inputs at the beginning of the planting season and pay back for the inputs in kind upon harvest. ANSAT will collect harvested products equivalent to the value of the inputs supplied to operate a revolving fund. This scheme facilitating access to inputs has already been implemented during past farming seasons with satisfactory results. It is being scaled up during the ongoing 2023-2024 farming season with the support of the Agricultural Transformation Agency (ATA), the Kara agropole, the Food Crisis Response and Emergency Support Programme in Togo (PRCASUT) funded by the African Development Bank (AfDB) as well as the Project to Strengthen Food Systems for Sustainable Access to Agricultural Inputs for Small Producers (Pro-SADI) funded by the European Union and implemented by the Food and Agriculture Organization (FAO) and the World Food Program (WFP). If feasible, the production of other drought resilient crops such as millet will also be supported. New activities on animal breeds and health: To improve livestock productivity and harness additional income generating opportunities, the AF will provide support for 2,000 beneficiaries (40 percent female) in acquiring improved livestock breeds and in improving animal health (vaccination campaigns for poultry and small ruminants) and animal shelter.10 Beneficiary households will be provided with about 800 poultry and 1200 small ruminants. To improve animal health in targeted areas for the benefit of a total of 4,000 farmers (40 percent female), including 2,000 who have received improved livestock breeds, the AF will acquire vaccines and carry out vaccination campaigns. This will involve the acquisition of i) 10,000 doses of vaccine against ‘peste des petits ruminants (PPR)’; ii) 60,00"
